loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,name,pan_card,loan_returned,trustworthiness_score,education_enc,self_employed_enc,loan_status_enc
2396,0,Not Graduate,Yes,8000000.0,30400000.0,2,776,16600000.0,1400000.0,29100000.0,7800000.0,Approved,Suresh Mehta,PCZLN6841J,,50,0.0,1.0,1
2397,1,Graduate,Yes,2600000.0,8600000.0,6,730,800000.0,2900000.0,6000000.0,3100000.0,Approved,Suresh Bansal,JSKNP4069F,,50,1.0,1.0,1
2398,3,Not Graduate,No,200000.0,800000.0,20,730,0.0,300000.0,400000.0,300000.0,Approved,Rohit Verma,GDCNH6750F,,50,0.0,0.0,1
2399,5,Graduate,No,7300000.0,17200000.0,2,345,6100000.0,8400000.0,23200000.0,4900000.0,Rejected,Kavita Sharma,CDJJH5979R,,50,1.0,0.0,0
2400,4,Not Graduate,No,3300000.0,11800000.0,2,847,7800000.0,2400000.0,12100000.0,3000000.0,Approved,Amit Mehta,LUXKD1526F,,50,0.0,0.0,1
2401,4,Not Graduate,No,8300000.0,23300000.0,20,398,18500000.0,11500000.0,17100000.0,9900000.0,Rejected,Priya Kumar,QDOSA9798Q,,50,0.0,0.0,0
2402,5,Not Graduate,Yes,4100000.0,9600000.0,2,307,8800000.0,7800000.0,8500000.0,3100000.0,Rejected,Anjali Mehta,IENCI8193G,,50,0.0,1.0,0
2403,1,Not Graduate,No,7300000.0,23700000.0,16,852,9400000.0,6800000.0,22600000.0,8500000.0,Approved,Neha Kumar,BEPBA7225B,,50,0.0,0.0,1
2404,1,Not Graduate,No,9300000.0,27500000.0,6,364,12200000.0,13800000.0,25300000.0,10800000.0,Rejected,Meera Kapoor,QMVYW4259F,,50,0.0,0.0,0
2405,2,Graduate,Yes,4300000.0,15200000.0,12,552,3400000.0,2100000.0,12700000.0,4800000.0,Approved,Nikhil Mehta,ZQVHB6693R,,50,1.0,1.0,1
2406,3,Not Graduate,No,2600000.0,8100000.0,2,421,4200000.0,3100000.0,6200000.0,2500000.0,Approved,Rahul Verma,GGCAZ1340T,,50,0.0,0.0,1
2407,5,Graduate,No,2900000.0,9800000.0,12,588,5900000.0,2300000.0,6800000.0,2900000.0,Approved,Isha Singh,UXXQE8843T,,50,1.0,0.0,1
2408,2,Graduate,Yes,900000.0,3500000.0,6,763,2300000.0,300000.0,2000000.0,600000.0,Approved,Nikhil Bansal,KQRXG9699R,,50,1.0,1.0,1
2409,3,Not Graduate,Yes,4900000.0,17500000.0,20,823,12600000.0,8700000.0,14300000.0,4800000.0,Approved,Rahul Bansal,CWWUI3837S,,50,0.0,1.0,1
2410,0,Graduate,No,7700000.0,24800000.0,10,642,16800000.0,10700000.0,27400000.0,4500000.0,Approved,Sneha Verma,KGTOP4736Z,,50,1.0,0.0,1
2411,1,Graduate,No,4700000.0,16800000.0,12,647,10400000.0,8300000.0,10600000.0,3400000.0,Approved,Kavita Sharma,XDQRO8733M,,50,1.0,0.0,1
2412,5,Not Graduate,No,3000000.0,8900000.0,20,886,2600000.0,1000000.0,10600000.0,2800000.0,Approved,Vikas Verma,ATEDT7831F,,50,0.0,0.0,1
2413,4,Not Graduate,No,9700000.0,26200000.0,4,518,26200000.0,0.0,22500000.0,14000000.0,Rejected,Nikhil Kumar,RMXHI0274Y,,50,0.0,0.0,0
2414,0,Graduate,Yes,6900000.0,26800000.0,20,515,10800000.0,2500000.0,16700000.0,8300000.0,Rejected,Ankit Sharma,VYHUR2505C,,50,1.0,1.0,0
2415,2,Not Graduate,Yes,3800000.0,12400000.0,8,340,1800000.0,2600000.0,9700000.0,2600000.0,Rejected,Meera Singh,ADLFK2014B,,50,0.0,1.0,0
2416,3,Not Graduate,Yes,600000.0,1700000.0,14,521,0.0,1000000.0,1700000.0,600000.0,Rejected,Suresh Gupta,XAIAW4780Z,,50,0.0,1.0,0
2417,2,Not Graduate,Yes,1200000.0,2900000.0,12,330,400000.0,1600000.0,3800000.0,600000.0,Rejected,Vikas Mehta,PDZRU7775O,,50,0.0,1.0,0
2418,4,Not Graduate,Yes,7800000.0,26800000.0,2,474,8900000.0,11200000.0,18400000.0,5600000.0,Approved,Riya Mehta,BDQQX2352U,,50,0.0,1.0,1
2419,0,Not Graduate,No,9000000.0,35100000.0,6,898,500000.0,16200000.0,20700000.0,9100000.0,Approved,Neha Gupta,UBSVW2157C,,50,0.0,0.0,1
2420,1,Not Graduate,No,2800000.0,9100000.0,12,436,3600000.0,500000.0,7800000.0,3600000.0,Rejected,Amit Agarwal,SBEKX9715A,,50,0.0,0.0,0
2421,1,Not Graduate,No,7800000.0,21300000.0,10,326,22800000.0,10700000.0,18500000.0,4500000.0,Rejected,Manish Mehta,EUJTD1612J,,50,0.0,0.0,0
2422,4,Graduate,Yes,4700000.0,9500000.0,18,876,11800000.0,6600000.0,18000000.0,4100000.0,Approved,Riya Mehta,VLTYQ1225F,,50,1.0,1.0,1
2423,2,Graduate,No,4600000.0,17500000.0,20,597,11400000.0,6100000.0,14100000.0,4100000.0,Approved,Sneha Verma,CHFKM5962X,,50,1.0,0.0,1
2424,4,Graduate,No,5100000.0,16100000.0,14,436,11400000.0,2700000.0,13100000.0,6700000.0,Rejected,Meera Mehta,MXKSZ3395X,,50,1.0,0.0,0
2425,3,Not Graduate,Yes,6100000.0,22800000.0,18,640,16800000.0,7300000.0,19600000.0,6000000.0,Approved,Rohit Bansal,LGZWC3158T,,50,0.0,1.0,1
2426,0,Not Graduate,No,6000000.0,22900000.0,16,302,12200000.0,6500000.0,17700000.0,7100000.0,Rejected,Vikas Agarwal,KILNU9287C,,50,0.0,0.0,0
2427,2,Not Graduate,No,8400000.0,23200000.0,16,476,15200000.0,5400000.0,18700000.0,8600000.0,Rejected,Arjun Bansal,VENBG4409H,,50,0.0,0.0,0
2428,2,Graduate,No,9300000.0,22000000.0,14,393,4300000.0,3800000.0,28400000.0,13900000.0,Rejected,Rahul Singh,AMHST4603J,,50,1.0,0.0,0
2429,0,Graduate,No,4200000.0,10300000.0,10,506,9300000.0,4500000.0,12400000.0,6000000.0,Rejected,Arjun Sharma,MVLDI3354J,,50,1.0,0.0,0
2430,3,Graduate,No,9600000.0,37800000.0,10,418,6700000.0,5500000.0,34900000.0,11300000.0,Rejected,Rahul Kapoor,GOIJG1051K,,50,1.0,0.0,0
2431,3,Graduate,No,5600000.0,13400000.0,6,865,14900000.0,9700000.0,12300000.0,6000000.0,Approved,Manish Gupta,YBAEA3452W,,50,1.0,0.0,1
2432,4,Graduate,No,7800000.0,28600000.0,2,703,500000.0,12400000.0,29500000.0,10500000.0,Approved,Riya Bansal,HBKAD9769H,,50,1.0,0.0,1
2433,2,Graduate,Yes,4500000.0,12600000.0,2,568,6900000.0,3900000.0,17800000.0,2900000.0,Approved,Meera Sharma,CFBQN1312R,,50,1.0,1.0,1
2434,3,Graduate,No,2400000.0,5900000.0,2,425,1100000.0,500000.0,7400000.0,2500000.0,Rejected,Meera Kapoor,DLWFQ5698J,,50,1.0,0.0,0
2435,0,Not Graduate,No,3900000.0,11300000.0,12,305,5000000.0,5900000.0,8800000.0,2100000.0,Rejected,Arjun Gupta,VKGYZ6114M,,50,0.0,0.0,0
2436,5,Graduate,Yes,9600000.0,20600000.0,6,456,17300000.0,11000000.0,21700000.0,11600000.0,Rejected,Rohit Mehta,METJM8809J,,50,1.0,1.0,0
2437,4,Not Graduate,No,900000.0,2600000.0,2,602,600000.0,800000.0,3200000.0,1000000.0,Approved,Rakesh Singh,EFBWO7629W,,50,0.0,0.0,1
2438,3,Graduate,Yes,1100000.0,3800000.0,20,814,1400000.0,1500000.0,3200000.0,1100000.0,Approved,Manish Verma,CQXMC6278O,,50,1.0,1.0,1
2439,4,Not Graduate,No,6400000.0,24900000.0,2,640,10000000.0,5700000.0,18700000.0,6300000.0,Approved,Vikas Malhotra,WLUAV3379B,,50,0.0,0.0,1
2440,2,Graduate,No,4600000.0,15000000.0,4,817,7200000.0,2400000.0,13000000.0,6600000.0,Approved,Nikhil Kapoor,VCUOI0630J,,50,1.0,0.0,1
2441,4,Graduate,No,7600000.0,29800000.0,20,361,13800000.0,5800000.0,15300000.0,5900000.0,Rejected,Kavita Agarwal,EQNMD9670W,,50,1.0,0.0,0
2442,5,Not Graduate,No,6800000.0,20100000.0,14,839,1900000.0,600000.0,15600000.0,7500000.0,Approved,Meera Singh,YGGAW5849V,,50,0.0,0.0,1
2443,5,Graduate,No,7100000.0,27000000.0,20,592,5100000.0,9600000.0,20200000.0,7600000.0,Approved,Isha Kapoor,LUJZE5848I,,50,1.0,0.0,1
2444,4,Not Graduate,Yes,6700000.0,24700000.0,6,498,12900000.0,700000.0,18800000.0,8400000.0,Rejected,Sneha Singh,QWMNO6025T,,50,0.0,1.0,0
2445,5,Not Graduate,Yes,5800000.0,12400000.0,6,847,5100000.0,9000000.0,14100000.0,7600000.0,Approved,Neha Malhotra,QVAHX8381P,,50,0.0,1.0,1
2446,0,Graduate,Yes,8600000.0,29400000.0,16,643,1000000.0,14100000.0,33000000.0,12300000.0,Approved,Arjun Kumar,FRRYT3988Q,,50,1.0,1.0,1
2447,0,Graduate,Yes,3500000.0,10600000.0,4,389,8300000.0,4800000.0,9100000.0,2500000.0,Approved,Meera Malhotra,GHMSA7221I,,50,1.0,1.0,1
2448,2,Graduate,Yes,4800000.0,17500000.0,20,381,400000.0,6900000.0,13400000.0,7000000.0,Rejected,Rakesh Malhotra,EKFJX4801A,,50,1.0,1.0,0
2449,5,Graduate,Yes,6100000.0,14400000.0,16,400,9200000.0,2800000.0,23800000.0,5600000.0,Rejected,Rohit Malhotra,EXVWU7114R,,50,1.0,1.0,0
2450,5,Graduate,Yes,5200000.0,12700000.0,16,718,11700000.0,100000.0,18100000.0,7200000.0,Approved,Neha Mehta,ZSWKA4002X,,50,1.0,1.0,1
2451,5,Not Graduate,Yes,4100000.0,12400000.0,8,309,8200000.0,1000000.0,13000000.0,3300000.0,Rejected,Neha Agarwal,OXYFQ2889J,,50,0.0,1.0,0
2452,5,Not Graduate,No,3200000.0,7400000.0,2,838,2200000.0,2900000.0,10200000.0,3600000.0,Approved,Priya Kumar,CJFSU6510B,,50,0.0,0.0,1
2453,3,Not Graduate,Yes,7500000.0,21600000.0,14,678,8800000.0,12100000.0,20100000.0,11200000.0,Approved,Arjun Agarwal,CAFCF3004U,,50,0.0,1.0,1
2454,2,Not Graduate,Yes,1500000.0,4500000.0,14,826,3200000.0,1700000.0,4600000.0,1600000.0,Approved,Riya Gupta,CZBBL3271C,,50,0.0,1.0,1
2455,4,Graduate,Yes,1200000.0,3100000.0,16,348,1200000.0,2200000.0,3500000.0,1700000.0,Rejected,Shreya Gupta,BOVGV1417M,,50,1.0,1.0,0
2456,1,Graduate,Yes,8400000.0,19700000.0,6,476,24700000.0,16500000.0,31800000.0,12100000.0,Rejected,Priya Verma,HJGBQ6938C,,50,1.0,1.0,0
2457,0,Not Graduate,Yes,7900000.0,26300000.0,8,666,4600000.0,9200000.0,18400000.0,11800000.0,Approved,Kavita Agarwal,APQNB9544O,,50,0.0,1.0,1
2458,1,Graduate,Yes,2100000.0,4300000.0,20,896,100000.0,2300000.0,7500000.0,2300000.0,Approved,Kavita Bansal,RMHSY6105W,,50,1.0,1.0,1
2459,2,Graduate,No,2500000.0,7000000.0,20,547,800000.0,1200000.0,5200000.0,2300000.0,Rejected,Shreya Kapoor,QRIBL9068R,,50,1.0,0.0,0
2460,2,Not Graduate,Yes,3700000.0,13900000.0,2,405,5900000.0,3200000.0,9100000.0,5500000.0,Approved,Nikhil Kumar,YWKGU9902Q,,50,0.0,1.0,1
2461,5,Graduate,No,1100000.0,4000000.0,16,498,400000.0,100000.0,2300000.0,700000.0,Rejected,Anjali Sharma,GORPV6449J,,50,1.0,0.0,0
2462,5,Graduate,No,6500000.0,24800000.0,8,779,7000000.0,9600000.0,15700000.0,8800000.0,Approved,Vikas Bansal,GKICX4274L,,50,1.0,0.0,1
2463,0,Not Graduate,Yes,8200000.0,31500000.0,8,403,11500000.0,8800000.0,19000000.0,6100000.0,Rejected,Amit Sharma,ZMWZS6302Q,,50,0.0,1.0,0
2464,2,Not Graduate,No,5000000.0,12400000.0,8,709,11300000.0,6800000.0,13300000.0,4200000.0,Approved,Kavita Mehta,DRSCF6749M,,50,0.0,0.0,1
2465,1,Not Graduate,No,1500000.0,6000000.0,6,507,2600000.0,2700000.0,4800000.0,1900000.0,Rejected,Kavita Kapoor,FIDBV3596A,,50,0.0,0.0,0
2466,5,Not Graduate,No,3700000.0,9100000.0,18,368,3400000.0,2400000.0,8400000.0,3300000.0,Rejected,Priya Verma,SLZCE8426O,,50,0.0,0.0,0
2467,3,Graduate,Yes,4100000.0,14600000.0,16,760,4700000.0,6600000.0,14900000.0,3000000.0,Approved,Riya Malhotra,OYEFM7591Y,,50,1.0,1.0,1
2468,2,Not Graduate,No,7200000.0,16800000.0,6,796,6600000.0,6100000.0,14400000.0,9800000.0,Approved,Amit Singh,SJOPM8037X,,50,0.0,0.0,1
2469,1,Graduate,No,2000000.0,5000000.0,6,876,500000.0,2900000.0,5800000.0,1500000.0,Approved,Pooja Bansal,RTMAU0962R,,50,1.0,0.0,1
2470,3,Not Graduate,No,2000000.0,4700000.0,14,673,800000.0,3400000.0,5900000.0,1500000.0,Approved,Rakesh Gupta,GIDGA1809D,,50,0.0,0.0,1
2471,1,Graduate,Yes,5100000.0,11500000.0,4,747,5000000.0,8900000.0,14100000.0,7000000.0,Approved,Pooja Agarwal,ETWJB0671V,,50,1.0,1.0,1
2472,1,Not Graduate,No,6000000.0,13600000.0,12,589,9000000.0,300000.0,12600000.0,7100000.0,Approved,Anjali Kumar,WGQPZ2781E,,50,0.0,0.0,1
2473,1,Graduate,No,4900000.0,18100000.0,8,382,13600000.0,400000.0,15500000.0,2400000.0,Rejected,Anjali Singh,POPFR0103I,,50,1.0,0.0,0
2474,3,Not Graduate,Yes,900000.0,2300000.0,12,900,1300000.0,0.0,3300000.0,1100000.0,Approved,Priya Verma,GVTRD5831Y,,50,0.0,1.0,1
2475,1,Graduate,Yes,7500000.0,25000000.0,18,628,3500000.0,2200000.0,21700000.0,4700000.0,Approved,Kavita Kumar,YNRCA1662Y,,50,1.0,1.0,1
2476,2,Graduate,No,6400000.0,25000000.0,12,667,13500000.0,5500000.0,25500000.0,5400000.0,Approved,Nikhil Bansal,UEIJM5290T,,50,1.0,0.0,1
2477,2,Graduate,Yes,8700000.0,26400000.0,2,778,8500000.0,2400000.0,28800000.0,10300000.0,Approved,Rahul Agarwal,RXPRG3989B,,50,1.0,1.0,1
2478,4,Graduate,Yes,7300000.0,17200000.0,18,831,18500000.0,4300000.0,23000000.0,5200000.0,Approved,Suresh Kumar,JLFPG2981K,,50,1.0,1.0,1
2479,5,Graduate,No,7400000.0,27100000.0,4,320,19800000.0,14600000.0,25200000.0,9400000.0,Approved,Suresh Kapoor,JZJAU5267I,,50,1.0,0.0,1
2480,2,Graduate,No,2700000.0,9300000.0,16,656,7700000.0,2500000.0,6400000.0,3600000.0,Approved,Riya Bansal,HVCDL6962O,,50,1.0,0.0,1
2481,3,Graduate,No,3400000.0,8900000.0,6,896,4200000.0,4800000.0,10200000.0,4200000.0,Approved,Rahul Kumar,LVPTW0009E,,50,1.0,0.0,1
2482,3,Not Graduate,Yes,2100000.0,7400000.0,4,320,3300000.0,2700000.0,6300000.0,2200000.0,Approved,Nikhil Bansal,FSOVS8646A,,50,0.0,1.0,1
2483,2,Not Graduate,No,3100000.0,10500000.0,10,751,5500000.0,5900000.0,9000000.0,1600000.0,Approved,Isha Mehta,ICOZO0309I,,50,0.0,0.0,1
2484,5,Not Graduate,No,4700000.0,17400000.0,2,523,10600000.0,7000000.0,10900000.0,5200000.0,Approved,Riya Kapoor,UZENH8368N,,50,0.0,0.0,1
2485,5,Graduate,No,3100000.0,10500000.0,6,584,7700000.0,2100000.0,10900000.0,2900000.0,Approved,Ankit Bansal,MLPRV5901M,,50,1.0,0.0,1
2486,2,Not Graduate,No,5700000.0,20400000.0,2,630,3000000.0,3100000.0,22600000.0,2900000.0,Approved,Rakesh Kumar,RRDFA6168J,,50,0.0,0.0,1
2487,3,Graduate,Yes,2300000.0,8000000.0,14,472,4400000.0,3300000.0,7700000.0,1800000.0,Rejected,Arjun Malhotra,WLKYO8171U,,50,1.0,1.0,0
2488,0,Not Graduate,Yes,6600000.0,18500000.0,16,802,14600000.0,1100000.0,21800000.0,9700000.0,Approved,Ankit Kapoor,RXFKL3309W,,50,0.0,1.0,1
2489,2,Graduate,Yes,2700000.0,6400000.0,18,547,5000000.0,1700000.0,9200000.0,1700000.0,Rejected,Arjun Verma,PTUGG9433K,,50,1.0,1.0,0
2490,1,Not Graduate,Yes,800000.0,2800000.0,16,726,2000000.0,1300000.0,3100000.0,1200000.0,Approved,Rohit Sharma,YXBBE2166I,,50,0.0,1.0,1
2491,1,Graduate,No,6600000.0,18500000.0,8,712,2300000.0,3200000.0,24400000.0,7600000.0,Approved,Shreya Sharma,FCBCO8255W,,50,1.0,0.0,1
2492,3,Graduate,No,3900000.0,10700000.0,6,790,10600000.0,1900000.0,12500000.0,2700000.0,Approved,Shreya Sharma,QFASJ4494T,,50,1.0,0.0,1
2493,5,Not Graduate,No,200000.0,600000.0,16,396,0.0,0.0,500000.0,200000.0,Rejected,Rohit Agarwal,WVUPG6877V,,50,0.0,0.0,0
2494,3,Graduate,No,2000000.0,4200000.0,6,831,1300000.0,1700000.0,6900000.0,1200000.0,Approved,Meera Bansal,GBDIM2647B,,50,1.0,0.0,1
2495,2,Graduate,Yes,9100000.0,20900000.0,20,632,4200000.0,400000.0,30000000.0,13200000.0,Approved,Rahul Sharma,WMLPL7659L,,50,1.0,1.0,1
2496,3,Graduate,No,4700000.0,10800000.0,8,527,13300000.0,3100000.0,13600000.0,4800000.0,Rejected,Shreya Verma,BEMYW4035M,,50,1.0,0.0,0
2497,3,Not Graduate,Yes,3200000.0,11100000.0,6,708,8900000.0,5700000.0,8100000.0,1500000.0,Approved,Nikhil Malhotra,EPJUI6076M,,50,0.0,1.0,1
2498,2,Not Graduate,No,1700000.0,4200000.0,14,829,200000.0,1600000.0,4600000.0,1600000.0,Approved,Shreya Mehta,KGZOE5709M,,50,0.0,0.0,1
2499,1,Not Graduate,No,2600000.0,8100000.0,12,854,4500000.0,5100000.0,6300000.0,2500000.0,Approved,Arjun Kapoor,WQAFD7531C,,50,0.0,0.0,1
2500,3,Not Graduate,Yes,2700000.0,6700000.0,14,899,2400000.0,4200000.0,6000000.0,2000000.0,Approved,Priya Kapoor,MDWDF8152B,,50,0.0,1.0,1
2501,0,Not Graduate,Yes,3600000.0,13400000.0,6,589,3600000.0,0.0,11200000.0,4000000.0,Approved,Manish Mehta,PAADE8861R,,50,0.0,1.0,1
2502,4,Graduate,Yes,7200000.0,26000000.0,6,571,4700000.0,0.0,22600000.0,4200000.0,Approved,Ankit Agarwal,JUXIS9811E,,50,1.0,1.0,1
2503,2,Not Graduate,Yes,2500000.0,6400000.0,6,708,6900000.0,200000.0,9900000.0,3500000.0,Approved,Nikhil Verma,QNQJC9562T,,50,0.0,1.0,1
2504,2,Not Graduate,No,5500000.0,19600000.0,16,328,2400000.0,4800000.0,10900000.0,3700000.0,Rejected,Priya Kapoor,ACKAE2535U,,50,0.0,0.0,0
2505,3,Graduate,Yes,9200000.0,33500000.0,8,564,20800000.0,15200000.0,29800000.0,11400000.0,Approved,Neha Sharma,CNRQY9277H,,50,1.0,1.0,1
2506,3,Not Graduate,No,9000000.0,19000000.0,8,693,18300000.0,4500000.0,29600000.0,7200000.0,Approved,Pooja Mehta,OIHOW7706G,,50,0.0,0.0,1
2507,4,Not Graduate,Yes,5900000.0,15000000.0,14,626,16400000.0,4600000.0,17600000.0,8200000.0,Approved,Pooja Sharma,PJPVR6855O,,50,0.0,1.0,1
2508,4,Graduate,No,5600000.0,15600000.0,12,470,9900000.0,10700000.0,14600000.0,7000000.0,Rejected,Anjali Singh,ZEAVL8804R,,50,1.0,0.0,0
2509,2,Not Graduate,Yes,3200000.0,12500000.0,8,849,400000.0,5300000.0,10400000.0,4400000.0,Approved,Suresh Kumar,WLJOL0426B,,50,0.0,1.0,1
2510,5,Not Graduate,No,9100000.0,27800000.0,16,547,21900000.0,7000000.0,31900000.0,9400000.0,Rejected,Nikhil Agarwal,MVWDN4616T,,50,0.0,0.0,0
2511,0,Not Graduate,Yes,4600000.0,15100000.0,2,417,5600000.0,3900000.0,11800000.0,6600000.0,Approved,Vikas Gupta,WBMJL9809H,,50,0.0,1.0,1
2512,4,Graduate,No,7300000.0,14900000.0,2,358,13600000.0,12300000.0,20400000.0,7300000.0,Rejected,Anjali Gupta,CUUWK0059Q,,50,1.0,0.0,0
2513,5,Not Graduate,Yes,1300000.0,3100000.0,16,826,200000.0,1700000.0,5100000.0,1400000.0,Approved,Rahul Kapoor,XIKTT4958L,,50,0.0,1.0,1
2514,0,Not Graduate,No,1800000.0,4200000.0,6,836,1300000.0,1900000.0,6800000.0,2000000.0,Approved,Riya Verma,MYFZU0924D,,50,0.0,0.0,1
2515,3,Graduate,No,500000.0,1700000.0,10,509,400000.0,300000.0,1400000.0,300000.0,Rejected,Amit Singh,GFRMV3965G,,50,1.0,0.0,0
2516,2,Not Graduate,Yes,5700000.0,20500000.0,20,581,15200000.0,7800000.0,11400000.0,8500000.0,Approved,Manish Bansal,ATZQF4185L,,50,0.0,1.0,1
2517,4,Graduate,No,300000.0,1100000.0,4,359,100000.0,0.0,1000000.0,200000.0,Approved,Arjun Agarwal,GMMKX9099V,,50,1.0,0.0,1
2518,5,Graduate,Yes,2100000.0,7100000.0,10,517,1200000.0,2900000.0,5400000.0,1400000.0,Rejected,Arjun Malhotra,COCSP5693Z,,50,1.0,1.0,0
2519,1,Not Graduate,Yes,5700000.0,20100000.0,14,442,11700000.0,7300000.0,17900000.0,6500000.0,Rejected,Nikhil Mehta,MPMGQ8652B,,50,0.0,1.0,0
2520,1,Not Graduate,Yes,1100000.0,2700000.0,16,346,1900000.0,300000.0,2200000.0,800000.0,Rejected,Arjun Singh,QSNWE8098I,,50,0.0,1.0,0
2521,5,Graduate,No,9300000.0,34000000.0,6,742,4200000.0,600000.0,32800000.0,8200000.0,Approved,Kavita Singh,LWBTG0983L,,50,1.0,0.0,1
2522,1,Graduate,Yes,3500000.0,8100000.0,10,626,7100000.0,5500000.0,7200000.0,2900000.0,Approved,Rohit Singh,UDCJU3967H,,50,1.0,1.0,1
2523,0,Not Graduate,Yes,8200000.0,28800000.0,4,619,9000000.0,1100000.0,23000000.0,6300000.0,Approved,Amit Kumar,LQCPA4890Y,,50,0.0,1.0,1
2524,2,Not Graduate,Yes,7500000.0,17900000.0,20,734,9100000.0,5500000.0,23000000.0,4900000.0,Approved,Nikhil Mehta,NSQTB6819A,,50,0.0,1.0,1
2525,1,Graduate,Yes,7000000.0,25600000.0,6,420,15100000.0,11500000.0,15300000.0,8700000.0,Rejected,Manish Verma,XGRVV7000I,,50,1.0,1.0,0
2526,5,Not Graduate,Yes,3900000.0,8300000.0,18,600,3900000.0,600000.0,10400000.0,5600000.0,Approved,Shreya Singh,QWBNO5417M,,50,0.0,1.0,1
2527,3,Graduate,Yes,4700000.0,13200000.0,12,440,4000000.0,3300000.0,16600000.0,4300000.0,Rejected,Sneha Bansal,EMZXM2476G,,50,1.0,1.0,0
2528,5,Not Graduate,Yes,1700000.0,5200000.0,16,820,1700000.0,1200000.0,4000000.0,1000000.0,Approved,Nikhil Gupta,EJSQI6940N,,50,0.0,1.0,1
2529,0,Graduate,No,2500000.0,7800000.0,8,437,5800000.0,0.0,5800000.0,3300000.0,Rejected,Vikas Gupta,EZACT5569L,,50,1.0,0.0,0
2530,1,Not Graduate,Yes,400000.0,1400000.0,12,468,700000.0,0.0,1500000.0,400000.0,Rejected,Meera Malhotra,YYKUY0795K,,50,0.0,1.0,0
2531,0,Not Graduate,Yes,2400000.0,9100000.0,8,368,2200000.0,200000.0,5600000.0,3300000.0,Rejected,Kavita Sharma,MSJFG2469T,,50,0.0,1.0,0
2532,4,Graduate,No,5700000.0,21900000.0,2,871,3200000.0,1700000.0,14400000.0,6100000.0,Approved,Rohit Bansal,BXRBY0677E,,50,1.0,0.0,1
2533,1,Graduate,No,9800000.0,37900000.0,4,816,21800000.0,12200000.0,26100000.0,8500000.0,Approved,Rahul Singh,OSUBE9613H,,50,1.0,0.0,1
2534,5,Graduate,No,9000000.0,32800000.0,4,773,10600000.0,4100000.0,18900000.0,11500000.0,Approved,Kavita Mehta,MMMOJ8591V,,50,1.0,0.0,1
2535,3,Not Graduate,No,800000.0,3000000.0,14,576,1200000.0,1300000.0,2600000.0,400000.0,Approved,Riya Kumar,TDMUR5962S,,50,0.0,0.0,1
2536,1,Graduate,No,1600000.0,4500000.0,14,673,1900000.0,2700000.0,3700000.0,1300000.0,Approved,Isha Kapoor,REBAA1458M,,50,1.0,0.0,1
2537,0,Graduate,Yes,9800000.0,34100000.0,20,760,21500000.0,9400000.0,33400000.0,13600000.0,Approved,Rahul Sharma,TYTUS7794B,,50,1.0,1.0,1
2538,5,Not Graduate,Yes,2900000.0,7500000.0,12,678,3400000.0,3000000.0,10900000.0,3700000.0,Approved,Arjun Bansal,QQLSJ4981D,,50,0.0,1.0,1
2539,4,Not Graduate,Yes,3900000.0,12000000.0,14,893,6000000.0,4700000.0,12900000.0,5200000.0,Approved,Rohit Gupta,IMWAI4847Z,,50,0.0,1.0,1
2540,0,Graduate,Yes,3300000.0,9000000.0,18,754,6100000.0,3900000.0,6900000.0,4700000.0,Approved,Rohit Singh,TSFUZ9765J,,50,1.0,1.0,1
2541,3,Graduate,Yes,700000.0,2200000.0,8,617,1600000.0,400000.0,2400000.0,900000.0,Approved,Amit Gupta,OHDTP7072P,,50,1.0,1.0,1
2542,3,Not Graduate,Yes,8400000.0,29500000.0,20,661,14600000.0,3400000.0,28900000.0,10900000.0,Approved,Isha Mehta,XDAAJ8694E,,50,0.0,1.0,1
2543,1,Graduate,Yes,4000000.0,12100000.0,12,356,10500000.0,2500000.0,15600000.0,5000000.0,Rejected,Shreya Singh,DPHBC6274K,,50,1.0,1.0,0
2544,0,Not Graduate,Yes,1900000.0,6300000.0,16,811,1100000.0,100000.0,5100000.0,1900000.0,Approved,Isha Gupta,XNDNP0615U,,50,0.0,1.0,1
2545,0,Not Graduate,No,3900000.0,14600000.0,2,730,9200000.0,4000000.0,14600000.0,5400000.0,Approved,Isha Malhotra,YAPLA0385E,,50,0.0,0.0,1
2546,5,Not Graduate,No,7400000.0,18000000.0,2,792,5300000.0,9400000.0,19900000.0,5300000.0,Approved,Suresh Sharma,KKNGF6109H,,50,0.0,0.0,1
2547,5,Not Graduate,Yes,5900000.0,16000000.0,6,798,15900000.0,5000000.0,12300000.0,3100000.0,Approved,Suresh Malhotra,EDAPJ2430P,,50,0.0,1.0,1
2548,2,Not Graduate,No,1400000.0,2900000.0,12,490,600000.0,1600000.0,5500000.0,1300000.0,Rejected,Priya Kumar,STJLC0337W,,50,0.0,0.0,0
2549,2,Graduate,Yes,1800000.0,5500000.0,6,448,2900000.0,300000.0,5600000.0,1300000.0,Rejected,Priya Gupta,IZWKI2810C,,50,1.0,1.0,0
2550,0,Graduate,Yes,1000000.0,3100000.0,6,525,1900000.0,1700000.0,2800000.0,1400000.0,Rejected,Amit Kapoor,EAOTV2300V,,50,1.0,1.0,0
2551,1,Graduate,No,7400000.0,19200000.0,20,415,2200000.0,4800000.0,29200000.0,7000000.0,Rejected,Pooja Verma,JYLSZ2877G,,50,1.0,0.0,0
